Mean,Variance,Skewness,Kurtosis
2586.2353437500001,59631.258227433245,-0.04992174307381917,-0.44817425663163624
1631.8981437499999,31689.665641964591,0.3931793701515251,-0.7218697092904454
2202.25153125,26685.436447258071,-0.39222591612224217,0.37104885255621634
2043.1284062499999,11314.723685107992,-0.20639075584975133,-0.06294474808013861
2011.3096499999999,22881.376500480623,0.09107331119631829,-0.5509183755626483
2174.65446875,48916.516992636483,0.03647282542770787,-0.8111586595899722
2077.7957624999999,21447.863873692804,-0.25975650693578123,-0.32890373604984724
1988.4997812500001,15813.894599293395,0.01819251518405165,-0.3782221022085488
2255.7414749999998,44017.665025230766,-0.04423397199598155,-0.3192186518039062
2061.6454437500001,22699.08957792545,0.1859368620443394,-0.14987924801686292
1903.89250625,27069.954413558793,0.404901402729643,-0.3553861860192109
1816.13201875,16649.690287863952,0.15220873763915913,-0.4165460508915553
2062.9911000000002,29238.796975771096,0.27679264765261363,-0.27946607019259107
1599.6380187499999,8665.6220609625288,-0.2537765333525271,-0.12241148841745675
1899.62710625,27939.894305840626,0.33228237227181157,-0.35284943486253306
1788.531375,27885.693963696649,0.2042112736219056,-0.5366084848713255
2073.26441875,20828.786218888516,-0.04501051566626957,-0.3450615033601596
1900.1314937499999,19282.929821455098,0.10040301132087318,-0.30330571941982987
1693.8427125000001,19862.372362969614,0.18126365997751565,-0.6109302047575169
1632.1062562499999,13745.724676638565,-0.025605081702624256,-0.3630825963489883
2131.7465687499998,52145.381124983556,-0.06162596812374034,-0.7349117013750552
1916.9666,23444.540450317818,0.3899673540578531,-0.2708517509138182
1789.9604624999999,24527.459083405367,0.0034053980973466715,-0.4239248391815984
1979.965625,12039.375126953919,0.3422036523040682,0.2616605108855441
1717.9211687500001,9955.996391861474,0.38323437070920413,0.17745509016592553
2434.3269500000001,53313.535375793595,-0.017746907752885968,-0.6700215858119813
2005.05745,28394.318401487508,0.23697025790408405,-0.4550420779959432
1762.5936875,26155.954159865843,0.35642233589624445,-0.31780742881992863
1958.3109125000001,46124.511086611645,-0.4121617692002503,-0.7658876026069574
2259.5313124999998,43752.214208366146,0.36402521867960286,-0.6331544623828527
2306.6923562500001,54119.493533407673,-0.09288681584109239,-0.8647169693830983
2153.0076437500002,22590.861115705058,0.9037828451195352,1.4652472750667886
1748.0808312500001,31962.039972808852,0.033805336624661356,-0.9175058324924801
1864.44030625,26005.810560472211,-0.05683132701425996,-0.8241628413157409
2230.0255499999998,41207.856558800988,-0.22338897455150022,-0.5593551460507196
2128.4023625,18266.841659678968,-0.4146413315781919,0.08248251576198129
2137.9718124999999,17129.243625737505,-0.25148562578126615,0.19188605564567673
1824.00245,15605.590016435104,-0.3787829087680456,-0.2429483519396265
2082.6750999999999,34041.494411830077,0.03207422914653766,-0.6739366590959803
1856.7989749999999,20173.78693761774,0.33084196855065695,-0.31741255750912734
2076.8186000000001,28030.652585618656,-0.13264040842531818,-0.5866176307946831
1869.7917,61438.668952790962,-0.040115669024206234,-0.5759049705409653
1884.4627937499999,29124.994971913537,0.1761438658377082,-0.6249177431848478
1992.89103125,28705.689992623978,0.5189698173594479,-0.32013764729374916
1968.3122812500001,29235.203056690003,0.09865599455879305,-0.6900554144573805
1981.57385,14823.858745294659,0.0437408421923063,-0.40367601056255875
1683.45873125,11344.187323061044,0.03844222126867402,-0.3994938928011895
1964.59315625,29535.519993913051,-0.4261708671037902,-0.27267793399895934
1798.9999749999999,13703.39793373646,0.02110639787490546,-0.45981076763952133
1966.9721812499999,34794.022095005246,0.155912529051826,-0.7610128538763878
1988.9213374999999,26812.581203343616,0.10736996560100567,-0.4530809998017271
1898.3384062499999,29333.607760008465,0.16579241888080073,-0.5761162933767707
1956.9592124999999,31252.073736840692,0.13277835485004857,-0.6804769381798774
1640.3542749999999,20978.446929517682,0.2656799587428749,-0.6117386377988798
1886.3711437500001,36580.942539457705,0.031676414804682154,-0.8347565951241704
1777.55303125,11970.468953117481,-0.3748159291818049,-0.20989990857834728
2140.1743812499999,18108.465487838948,0.34388199464279995,-0.2792813787839017
1818.3528624999999,32006.705492465426,-0.024742176125593745,-0.6384825940024172
