Mean,Variance,Skewness,Kurtosis
1815.1726375000001,37590.128734598184,0.31085790061925006,-0.6079645010535555
1708.7712812499999,19967.37462757482,0.41311022818359106,-0.314465752391889
1369.5826125000001,8999.1086321037965,-0.09049078706233447,-0.6123844493176
2225.2166999999999,28617.267399031247,0.2476662027868031,-0.38060659107704753
2342.4522625,30281.086515421819,-0.22834488791648355,-0.5439281137623033
2015.96585,20733.595556249729,0.013929235066331805,-0.09993801466707053
1951.7551249999999,30038.43398894681,0.5490309909509401,0.02356597586107112
2310.1553937499998,29251.20362905514,0.26570286942105525,-0.6717831884388978
1939.4500687499999,21401.117501354656,0.1483869986609994,-0.4438344536036456
1859.746075,20575.032641048379,0.09532135743720757,-0.5900974455637926
1769.0972999999999,22181.602305224405,0.42457055822701345,-0.09604490363537233
1907.4899375,18436.802553762056,-0.5103937659572824,-0.11690158856008726
1976.3204437500001,24706.748714232552,-0.0516702621237343,-0.8470419946337508
1730.59064375,20513.80682000321,0.18430776738063462,-0.44220308177687695
2031.7036312499999,27511.575481660784,0.07081087209177885,-0.6667610193120486
2225.6551875,59007.469826026259,0.14896534009459492,-0.9240950786967899
1764.7313750000001,27265.320286361162,0.4655616051764254,-0.5281237845486868
2066.09749375,26338.648517771948,-0.2783194761056166,-0.5384692219639051
1984.7030937500001,21569.900127304507,0.15246322132390228,-0.3324692663379212
1708.9692937499999,38830.517254109051,0.08490165654147892,-0.9438380618238571
2122.3359437499998,42158.736440149587,-0.09091633073553658,-0.7869058887987155
1904.84266875,29928.45374346367,0.013859138007857505,-0.68668652777672
2289.3203062500002,67194.2523492334,0.11634854190451833,-0.947569092801321
2196.0186437500001,69621.127715708804,-0.006792075656358685,-0.9821561202936633
1952.9473499999999,16780.280904733154,0.15939441988661981,-0.43744277299461576
2111.18584375,16457.125537885197,0.5678281466772495,0.07316674664771883
2285.6050500000001,67932.690656314095,-0.18345850877312092,-0.9847704154385899
1995.85788125,24479.143665658812,0.3831167741807261,-0.42828270564898485
2259.68435,69376.019690200555,0.015156341492048543,-0.9074552170608445
1765.762475,26636.832712078831,0.11390130545650504,-0.6661350397369272
1880.0285125,22428.310076475322,0.35586252486767483,-0.5872779379499096
2057.2449624999999,18226.993124580622,0.24041216200810533,-0.6498136909692969
1800.5524124999999,15404.608206731138,0.4597351699443305,0.3573419148881225
1786.3514,31890.233256997857,0.4433722518504911,-0.5448623948544573
2255.3825999999999,37198.112605443777,0.38362194136017724,-0.43878312191710345
2022.5074999999999,48176.116794479967,0.16843277526974879,-0.9525428963945677
2000.3914500000001,26307.100523775771,0.17934277349411812,-0.5824361294870197
2337.52361875,25648.879072648851,0.46061149145220803,-0.3213271770924475
1714.6657375,17208.876949062025,0.6050091609962561,-0.1322113796225537
2131.54565,21067.223811226322,0.25437852609106126,-0.30357536134510044
1874.92600625,32100.115231895164,0.45476147916935866,-0.4932244208236236
2463.08475,47771.382826080167,0.008321059189422724,-0.717888181111229
1836.56366875,13754.844201566531,0.03941328386810812,-0.47337775606929666
1890.9317874999999,19538.34469920921,0.23924496930964556,-0.4733012499137037
1622.4680000000001,21205.250846317787,-0.25189299214537453,-0.1743394822507902
2040.09276875,32357.327146003685,0.13500914779936318,-0.6253864841174095
2125.9062937499998,43279.822536779575,0.26022493983389033,-0.8462102669369549
2306.4132062499998,33195.30883752519,0.22139835614599568,-0.8580862754671732
2005.1506999999999,28771.159159254745,-0.3282655589335039,-0.4614850704301192
1868.5343312499999,12744.28913567237,0.07373035469445471,-0.26306686339727214
2090.2889875000001,15810.712540678225,-0.28707204677194037,-0.3157199929521335
1975.6602437500001,27975.758045428367,0.3524653140811485,-0.3433390347110703
2141.3139500000002,44242.860665776665,0.22633842390495312,-0.8383198802725622
1923.5683125,35848.995414623692,-0.07158248618610333,-0.8818831567912109
1829.6370812499999,35002.461249113709,0.041662487306247935,-0.8541541476885319
2007.2249750000001,32568.114586965537,0.01658531601912078,-0.6579420058678895
1865.0109124999999,26567.065787578518,0.07254531014747136,-0.5081675312580987
2249.4126437499999,36234.654185474239,0.023994559351197178,-0.7593339261107515
